type,name,name_en,iata,lat,lon,osm_id
Airport,宜昌三峡机场,Yichang Sanxia Airport,YIH,30.5532975,111.4840028,relation/13814855
Airport,桂林两江国际机场,Guilin Liangjiang International Airport,KWL,25.2222208,110.0433319,relation/13846706
Airport,包头东河国际机场,Baotou Donghe International Airport,BAV,40.5598457,109.9992184,relation/14511576
Airport,香港國際機場 Hong Kong International Airport,Hong Kong International Airport,HKG,22.3125522,113.9113438,relation/16105017
Airport,长沙黄花国际机场,Changsha Huanghua International Airport,CSX,28.1900429,113.22122,relation/16735999
Airport,乌鲁木齐天山国际机场 ئۇرۇمچى تيەنشەن خەلقئارا ئايرودرومى,Ürümqi Tianshan International Airport,URC,43.9141122,87.4758401,relation/18966510
Airport,嘉兴南湖机场,Jiaxing Nanhu Airport,JNH,30.7041836,120.6691563,relation/19471146
Airport,济南遥墙国际机场,Jinan Yaoqiang International Airport(TNA),TNA,36.8532671,117.2112613,relation/19508905
Airport,广州白云国际机场,Guangzhou Baiyun International Airport,CAN,23.3862158,113.3016995,relation/19772898
Airport,上海浦东国际机场,Shanghai Pudong International Airport,PVG,31.1426648,121.8148024,relation/19842271
Airport,长白山机场,Changbaishan Airport,NBS,42.0673794,127.6035199,relation/19990077
Airport,南宁吴圩国际机场,Nanning Wuxu International Airport,NNG,22.5979964,108.1827859,relation/20079034
Seaport,岚山港 Lanshan,,,35.108815,119.3740455,node/916287766
Seaport,黃竹角海 Wong Chuk Kok Hoi,Wong Chuk Kok Hoi,,22.5076453,114.3152313,node/1137532218
Seaport,东岛码头,,,16.6665364,112.7241796,node/1915707062
Seaport,珊瑚岛港口,,,16.5317839,111.6067781,node/1915774668
Seaport,白马井港,Pai-ma-ching Chiao;Baimajing Gang,,19.7190081,109.2233195,node/3920358258
Seaport,谭门港,Tanmen Gang,,19.2361181,110.6205737,node/3921684579
Seaport,躉船港池 Barging Basin,Barging Basin,,22.2735253,114.2684874,node/5411830390
Seaport,东平渔港码头,,,21.7374834,112.2226922,node/6502890100
Seaport,宿迁港,,,33.8539024,118.3425348,node/8164699936
Seaport,重庆·奉节港,Chongqing · Fengjie Port,,31.044103,109.5397371,node/9966793461
Seaport,朝天门码头,Chaotianmen Dock,,29.5643344,106.5868434,node/13136998569
Seaport,十六铺码头,Shiliupu Wharf,,31.2306232,121.4938144,node/13163086247
Seaport,南疆港区,,,38.9736125,117.7611849,way/136739388
Seaport,上港集团军工路码头,SIPG Jungong Road Dock,,31.3507008,121.5095335,way/154618453
Seaport,威海旅游码头,,,37.5040276,122.1225776,way/155276537
Seaport,上海集装箱码头有限公司张华浜码头,Shanghai Container Terminal,,31.3684909,121.4939001,way/168476034
Seaport,宁波舟山港股份有限公司北仑第二集装箱码头分公司,"Ningbo-Zhoushan Port Group Beilun Second Container Terminal Co.,ltd",,29.9392977,121.8354443,way/172381552
Seaport,固始港区中心作业区,,,32.4745706,115.7885699,way/177180416
Seaport,高栏港,,,21.9329355,113.2246772,way/196797465
Seaport,北大嶼山廢物轉運站 North Lantau Waste Transfer Station,North Lantau Waste Transfer Station,,22.3188962,113.9969302,way/232502527
Seaport,宁波舟山港股份有限公司北仑第三集装箱码头分公司,"Ningbo-Zhoushan Port Group Beilun Third Container Terminal Co.,ltd",,29.8867552,122.0441272,way/251732414
Seaport,內河貨運碼頭 River Trade Terminal,River Trade Terminal,,22.3638908,113.9407156,way/257587851
Seaport,盐田港,Yantian Port,,22.5749413,114.2683976,way/261283912
Seaport,洋山深水港,Yangshan Deep-Water Port,,30.6222342,122.068148,way/288011754
Seaport,上港集团龙吴分公司（关港装卸站）,"Shanghai International Port (Group) Co., Ltd. Longwu Branch",,31.0952246,121.4577152,way/295100795
Seaport,颍州港,Yingzhou Port,,32.8426302,115.9073872,way/297205812
Seaport,招商局碼頭 China Merchant's Wharf,China Merchant's Wharf,,22.2829368,114.1222389,way/312192583
Seaport,港島西廢物轉運站 Island West Transfer Station,Island West Transfer Station,,22.2811454,114.1191948,way/312192586
Seaport,枣庄港,,,34.7294618,117.2457938,way/321245424
Seaport,西區公眾貨物裝卸區 Western District Public Cargo Working Area,Western District Public Cargo Working Area,,22.2875937,114.1319254,way/343471180
Seaport,皖港码头,,,31.8212292,117.4532703,way/368896243
Seaport,日照港,,,35.343245,119.5361293,way/449215705
Seaport,烟台港,,,37.5671994,121.3794771,way/449235627
Seaport,韩华海洋工程（山东）有限公司,,,37.6236411,121.1341956,way/449235631
Seaport,岚桥港,Lanqiao Port,,35.1023635,119.3803434,way/453029062
Seaport,兰州港,,,36.0640401,103.8243474,way/460534033
Seaport,厦门港,,,24.5264691,118.0885291,way/472074996
Seaport,厦门港务海通码头,,,24.4448506,118.032778,way/472086031
Seaport,后渚港,,,24.881268,118.682076,way/473744110
Seaport,东疆港区,Port of Tianjin,,39.0333453,117.7738567,way/476319380
Seaport,天津港,Port of Tianjin,,38.9976923,117.7506968,way/476319391
Seaport,南通通海港口,Nantong Tonghai Terminal,,31.7997059,121.025288,way/481012931
Seaport,洋山深水港,Yangshan Deep-Water Port,,30.6184961,122.0636248,way/484481778
Seaport,新田港,,,30.668897,108.3826818,way/489141444
Seaport,金井港区,,,25.4493501,119.6818959,way/511682035
Seaport,大窑湾港,Dalian Container Terminal (DCT),,39.0101194,121.8650583,way/514698129
Seaport,云池深水港,,,30.4719036,111.4493551,way/518708095
Seaport,寸滩自贸港,Cuntan Free Trade Port,,29.62082,106.5878939,way/531288260
Seaport,宜宾港,,,28.7928225,104.7643494,way/533387575
Seaport,后渚港,,,24.8865474,118.6811426,way/538427254
Seaport,关累港,Guanlei Port,,21.6788109,101.1324791,way/542240684
Seaport,洋山港保税区,,,30.86583,121.8782545,way/542560929
Seaport,宁波舟山港股份有限公司梅东集装箱码头分公司,"Ningbo-Zhoushan Port Group Meidong Container Terminal Co.,ltd",,29.7748523,122.0000446,way/544521507
Seaport,宁波舟山港股份有限公司北仑第一集装箱码头分公司,"Ningbo-Zhoushan Port Group Beilun First Container Terminal Co.,ltd",,29.9282026,121.8628506,way/544521509
Seaport,远海码头,,,24.4565476,117.9749684,way/544588067
Seaport,广州港南沙港区粮食及通用码头,,,22.6735927,113.6636986,way/544835675
Seaport,环卫码头,,,31.1267033,121.461779,way/546229833
Seaport,威海青威集装箱码头,Weihai Qingwei Container Terminal,,37.4470571,122.1933116,way/546548673
Seaport,Anji Rivertech,,,30.7132602,119.701105,way/546560516
Seaport,安庆港五里庙作业区,Anqing Port,,30.5049582,117.0785505,way/546568101
Seaport,九江市城西港区集装箱码头,,,29.7219283,115.8894298,way/546568102
Seaport,Changshu Xinghua,,,31.7637044,120.9404845,way/546624523
Seaport,长沙港,Changsha Port,,28.3222662,112.9303685,way/546624524
Seaport,Hongyun Terminal,,,29.0028779,111.7024188,way/546624525
Seaport,常州录安洲码头,Changzhou Lu An Zhou Terminal,,31.9903931,119.9763392,way/546626824
Seaport,涪陵港,Fuling Port Authority,,29.7407035,107.361464,way/551606122
Seaport,南昌国际集装箱码头,,,28.7644904,115.898656,way/552619107
Seaport,九澳港貨櫃碼頭及燃油碼頭 Terminais De Contentores E De Combustiveis,,,22.1341734,113.5848927,way/552740241
Seaport,日照黄海中心渔港,,,35.3252006,119.479247,way/553062889
Seaport,古雷码头,,,23.7700627,117.5834808,way/553148080
Seaport,合肥港综合码头,,,31.7995223,117.3818464,way/553676247
Seaport,潮州港,,,23.5578691,117.0946855,way/560438010
Seaport,潮州港（三百门港区）,,,23.6131633,116.9721377,way/560452115
Seaport,南沙货运码头,,,22.7986513,113.5854782,way/564086021
Seaport,大连新港,,,38.9677845,121.9050145,way/569144897
Seaport,汕头国际集装箱码头,Shantou International Container Terminal,,23.3548689,116.7210519,way/571732722
Seaport,云浮新港,Port of Yunfu,,23.0693212,112.0346071,way/584478875
Seaport,清澜港,,,19.5521601,110.8292043,way/588605281
Seaport,钦州保税港区,,,21.6773613,108.6456832,way/592323269
Seaport,林鑫物流(沣东物流中心),,,34.3020277,108.7691281,way/595680340
Seaport,普洛斯西安高新产业园,,,34.1882748,108.8204821,way/595680341
Seaport,洪灣漁港,,,22.1793946,113.4341693,way/605572363
Seaport,泸州港国际集装箱码头,,,28.8847335,105.5290332,way/609665245
Seaport,和乐港,Volor Port,,22.8946842,113.0936272,way/617728443
Seaport,海燃码头,,,22.9804547,113.0527179,way/637435829
Seaport,澜石记忆公园,Lan Shek Memory Park,,22.9780617,113.1054145,way/637471339
Seaport,贵港港苏湾作业区,,,23.0998985,109.6790664,way/637480747
Seaport,高明港,,,22.8704259,112.9053613,way/638258012
Seaport,Long Tong Wharf,,,23.009759,113.6913355,way/639323139
Seaport,散装货码头,,,35.3541723,119.5268492,way/649111095
Seaport,散装货码头,,,35.3357314,119.5293505,way/649111096
Seaport,散装货码头,,,35.3219001,119.518073,way/649111097
Seaport,油料码头,,,35.3716729,119.5304458,way/649111101
Seaport,散装货码头,,,35.3778435,119.5455013,way/649111102
Seaport,油料码头,,,35.3727992,119.5563326,way/649111103
Seaport,散装货码头,,,35.3637625,119.5509492,way/649111104
Seaport,粮食储备库内河港口,,,31.3072499,121.6854666,way/654749533
Seaport,水富港,,,28.6320132,104.4169264,way/663074786
Seaport,容奇港,Rongqi Port,,22.7833178,113.2851055,way/667074197
Seaport,郑蒲港,,,31.6479064,118.3821054,way/675912489
Seaport,东沙港,Dongsha Port,,23.0484549,113.2468017,way/680185016
Seaport,南海国际货柜码头,,,23.0423373,113.2453443,way/680185024
Seaport,涠洲终端油气码头,,,21.051677,109.086066,way/685465520
Seaport,威海南海新港,,,36.8608351,122.0434744,way/689447185
Seaport,金石滩港,,,39.0822958,122.0485125,way/691209519
Seaport,南海海巡执法总队,,,22.8026125,113.5850741,way/693376749
Seaport,洋浦国际集装箱码头,Yanpu international cargo terminal,,19.7178526,109.1679051,way/695834906
Seaport,洋浦港口,Yanpu port,,19.7308241,109.2011351,way/695834907
Seaport,唐山港 曹妃甸港区,Caofeidian Port,,38.9873129,118.4745135,way/698413469
Seaport,北滘港,Beijiao Port,,22.8998629,113.2181078,way/707182463
Seaport,百色港大旺码头,,,23.8429492,106.6435846,way/717543214
Seaport,平顶山港,,,33.7033248,113.4179176,way/760092524
Seaport,Fuzhou Qingzhou Container Terminal,,,26.0084781,119.4772677,way/776103152
Seaport,三水港,,,23.1042379,112.8045815,way/777719784
Seaport,小榄港,Xiaolan Port,,22.668703,113.2610719,way/777967039
Seaport,合川思居货运港,Hechuan-Siju Port Authority,,30.0531582,106.2963938,way/779274403
Seaport,下甸桥港区,,,31.5320452,120.3325592,way/783905607
Seaport,合肥港南淝河港区三汊河作业区,,,31.7757245,117.4295891,way/786544030
Seaport,荆州港,,,30.0833385,112.3112727,way/793819111
Seaport,南庄码头,,,23.0064803,112.98589,way/796092710
Seaport,赣州港,,,25.7057407,114.8145881,way/799522587
Seaport,路環聯生工業邨臨時D碼頭,,,22.1246856,113.5515758,way/804918780
Seaport,北海港,,,21.4699674,109.0624136,way/806466244
Seaport,贵港港猫儿山作业区,,,23.0838057,109.6256186,way/807569019
Seaport,渭沱物流园区港,,,30.038945,106.2092363,way/807723445
Seaport,合川石盘沱货运港,Hechuan-Shipantuo Port Authority,,29.9694446,106.3501209,way/809647422
Seaport,来宾港,,,23.7081707,109.1613764,way/810664699
Seaport,秀英港,Xiuying Port,,20.0310359,110.281225,way/813483542
Seaport,金坛港,,,31.7725482,119.5381824,way/815807340
Seaport,洋山四期自动化码头,,,30.6544835,122.0250709,way/822111020
Seaport,顺德新港,Shunde Xingang Port,,22.765822,113.0994789,way/822391909
Seaport,太平湾码头,,,37.5446197,121.3928715,way/828795221
Seaport,崇左港将军岭码头,,,22.7150843,107.9714452,way/838702133
Seaport,合肥撮镇废钢码头,,,31.8204693,117.4562045,way/844297702
Seaport,昭关大埠货运码头,,,31.8610271,118.0493113,way/846686324
Seaport,維多利亞港 Victoria Harbour,Victoria Harbour,,22.2935523,114.1777921,way/851848400
Seaport,南京港龙潭港区,,,32.2006408,119.0585627,way/851967166
Seaport,台山公益港,Gongyi Port,,22.4355172,112.7772772,way/860540825
Seaport,山咀港,,,21.850339,112.687362,way/860554891
Seaport,南京明州码头,,,32.1822683,119.0355808,way/871600939
Seaport,马鞍山港,Ma'anshan Port,,31.7367097,118.4674426,way/877467222
Seaport,运河宿迁港物流园,,,33.8524623,118.3378101,way/877484765
Seaport,金航港务,,,27.7976663,112.9178359,way/887009684
Seaport,海宁港,,,30.5828125,120.6594995,way/893351336
Seaport,中山港国际货柜码头,,,22.5718616,113.4802408,way/909468817
Seaport,中山港外贸码头,,,22.5724412,113.4756864,way/909468818
Seaport,颍河阜阳闸,,,32.9009167,115.8337206,way/914282550
Seaport,崇左港濑湍码头,,,22.4852467,107.514491,way/916471352
Seaport,莲花山港,,,22.9660313,113.5008222,way/921990430
Seaport,新海港,Xinhai Harbour,,20.0522307,110.1502457,way/936107351
Seaport,柴灣公眾貨物裝卸灣 Chai Wan Public Cargo Handling Bay,Chai Wan Public Cargo Handling Bay,,22.2708789,114.2436779,way/943558456
Seaport,柴灣公眾貨物裝卸區 Chai Wan Public Cargo Working Area,Chai Wan Public Cargo Working Area,,22.2696011,114.2435964,way/943558460
Seaport,柴灣公眾貨物裝卸區港池 Chai Wan Public Cargo Handling Basin,Chai Wan Public Cargo Handling Basin,,22.2698211,114.2436689,way/943558462
Seaport,南港码头,,,23.0430701,113.2102267,way/946195254
Seaport,阳逻集装箱港,,,30.6720414,114.548108,way/947971868
Seaport,柳州港官塘作业区,,,24.4249655,109.5225459,way/952705380
Seaport,深水角氯氣裝卸區 Sham Shui Kok Chlorine Unloading Area,Sham Shui Kok Chlorine Unloading Area,,22.3197504,113.9974817,way/953618280
Seaport,规划港口,,,28.6729194,121.4880194,way/957424166
Seaport,新油麻地公眾貨物裝卸區 Marine Department New Yau Ma Tei Public Cargo Working Area,New Yau Ma Tei Public Cargo Working Area,,22.3100612,114.1593359,way/963191593
Seaport,龙沙港,,,23.0591709,113.4808032,way/966249779
Seaport,徐州港睢宁港区沙集作业区码头,,,33.9002432,118.1212297,way/967150169
Seaport,宜昌港客运中心,,,30.6828522,111.2996917,way/968362449
Seaport,宿迁港,,,33.8527117,118.3450838,way/971346329
Seaport,运河港二期码头,,,33.8586162,118.3369889,way/971346330
Seaport,运河港三期码头,,,33.8482053,118.3549144,way/971346331
Seaport,三江口码头,,,32.2361201,119.0848969,way/973904283
Seaport,唐山港 京唐港区,,,39.2225288,119.0307654,way/976518200
Seaport,唐山港 曹妃甸港区,,,38.9308533,118.5219762,way/979925022
Seaport,唐山港 曹妃甸港区,,,38.9786397,118.449478,way/979925023
Seaport,深渡港,,,29.8658341,118.6137321,way/983768105
Seaport,济宁港,,,35.3837685,116.5505447,way/984699734
Seaport,防城港海事码头,,,21.6239206,108.316216,way/990476768
Seaport,曹妃甸文丰码头,,,39.100222,118.4976568,way/990516716
Seaport,同江港,,,47.6521817,132.468146,way/992190264
Seaport,曹妃甸港文丰木材码头,,,39.1054913,118.5048011,way/996016943
Seaport,西湾旅游码头,Xiwan Tourism Whart,,21.6279002,108.3419404,way/996080048
Seaport,漯河港,,,33.6239057,114.0736923,way/1004007392
Seaport,肇庆三榕港,,,23.0813346,112.4007026,way/1004721085
Seaport,广澳港区2期,Guangao Terminal Phase 2,,23.2297844,116.7717868,way/1009328518
Seaport,何大码头,,,21.8531019,108.460434,way/1015162899
Seaport,內河貨運碼頭 River Trade Terminal,River Trade Terminal,,22.3627263,113.9412205,way/1017548353
Seaport,安徽慈湖港务有限公司,"Anhui Cihu Port Co., Ltd.",,31.7570504,118.4800641,way/1017867841
Seaport,夜明珠码头,,,30.7424659,111.3011463,way/1023522617
Seaport,淮滨中心港区,,,32.4598533,115.46198,way/1024286977
Seaport,广州港南沙港区四期全自动化码头,Guangzhou Port Nansha Phase 4 Automated Terminal,,22.6597293,113.6605002,way/1028516090
Seaport,竹江码头,Zhujiang pier,,25.130617,110.4289237,way/1029216996
Seaport,龙沙港,,,23.0591709,113.4808032,way/1032021149
Seaport,上港集团张华浜码头,,,31.360818,121.4962536,way/1037077593
Seaport,三山岛渔港,,,37.4110184,119.9427991,way/1038016830
Seaport,北海救助局烟台基地救助码头,,,37.5976294,121.3926536,way/1040203675
Seaport,烟台打捞局客运码头,,,37.5996106,121.3894422,way/1040208416
Seaport,襄阳港小河港区,Xiangyang Port Xiaohe Harbor Zone,,31.7869096,112.1727513,way/1041363342
Seaport,曹妃甸港液体化工码头,,,39.0409548,118.5211363,way/1046042376
Seaport,息县闾河口港区,,,32.3819103,115.1155478,way/1056506963
Seaport,荣成市龙都水产科技有限公司北海码头,,,37.4183349,122.6736047,way/1060208419
Seaport,露塘码头,,,24.4558321,109.3101633,way/1070610014
Seaport,百色港祥周码头,,,23.6147553,107.0549447,way/1079956388
Seaport,百色港头塘码头,,,23.7509169,106.8286385,way/1079956392
Seaport,周口港中心码头,,,33.5726552,114.8016002,way/1080957491
Seaport,唐山丰南纵横码头,,,39.1982039,118.1342456,way/1084267810
Seaport,安徽港口合肥派河港,,,31.7021456,117.217027,way/1091165904
Seaport,东洲国际港,,,30.0660844,120.070164,way/1094438754
Seaport,曹妃甸港油气码头,,,38.920949,118.5135369,way/1094739374
Seaport,瓶窑码头,,,30.3984767,119.9713694,way/1095611062
Seaport,厦门港龙海客运站,Longhai Passenger port terminal,,24.4297262,117.8374801,way/1105332045
Seaport,浙江武港码头,,,29.7266433,122.202536,way/1106716987
Seaport,天津渤化南港码头仓储有限公司,,,38.7118028,117.6140391,way/1110804510
Seaport,塘湾码头,,,30.1914883,120.2910206,way/1117707119
Seaport,济南港章丘港区,,,36.9092055,117.3662591,way/1123027997
Seaport,杨汛港区,,,30.1528009,120.3523002,way/1123259115
Seaport,北海港海角作业区,,,21.4808625,109.0864342,way/1124328212
Seaport,货物码头,,,33.9063886,118.3155379,way/1125007518
Seaport,新塘港,,,23.1072391,113.5989368,way/1125220359
Seaport,曹妃甸港集装箱码头,,,38.9919641,118.4742435,way/1130786769
Seaport,曹妃甸港通用码头,,,38.981131,118.4745162,way/1130786770
Seaport,铁山东港区玉林海港码头,,,21.5893319,109.6051059,way/1135120005
Seaport,黄石多式联运新港综合站场,,,30.1333688,115.2681148,way/1135359777
Seaport,黄石棋盘洲港,,,30.1369563,115.2705006,way/1135359778
Seaport,中山中外运仓码有限公司,,,22.5714511,113.4884809,way/1157149761
Seaport,巨野港,,,35.3908394,116.1436661,way/1165553423
Seaport,下沙港,,,30.3302525,120.2959551,way/1169655538
Seaport,金科园云天码头,,,31.7776817,119.5777696,way/1174532617
Seaport,崇贤港,,,30.4032082,120.1291901,way/1175827733
Seaport,国电煤码头,,,33.8465955,118.3657108,way/1180224036
Seaport,肇庆新港,,,23.1874096,112.6410236,way/1182060949
Seaport,卫康码头,,,30.5026038,120.297621,way/1189857670
Seaport,荃湾煤炭码头,,,22.7127137,114.5847888,way/1190935701
Seaport,神泉渔港,,,22.9570494,116.3201617,way/1193288287
Seaport,杭州五福码头,,,30.4697849,120.1392552,way/1193371741
Seaport,企沙渔港1号码头,,,21.5912713,108.4722546,way/1194977968
Seaport,叶根码头,,,30.4481514,120.1013644,way/1199678672
Seaport,衡阳港口投资有限公司 衡阳港松木港区,,,26.9722551,112.6513074,way/1207951565
Seaport,潍坊港西港区羊口作业区,,,37.2690789,118.8898715,way/1212455316
Seaport,开阳港,,,27.1188018,107.1184664,way/1212713195
Seaport,丁家桥千吨级港区,,,26.8663619,112.6349051,way/1213768043
Seaport,湖北浙商中拓供应链管理有限公司大桥局码头,,,30.5319864,114.2648895,way/1216376469
Seaport,珊瑚岛港口,,,16.5308914,111.6064515,way/1219061510
Seaport,宜昌江森船务,,,30.8591198,111.0878518,way/1227086268
Seaport,威海港国际客运中心,,,37.4381673,122.1858403,way/1236313335
Seaport,济宁港航跃进港,,,35.4726676,116.469016,way/1239128339
Seaport,彭泽红光港,,,29.8546351,116.4019138,way/1240734899
Seaport,芜湖港,,,31.3952482,118.3520022,way/1241972219
Seaport,鹤山莲花码头,,,22.8028833,113.0223017,way/1243479732
Seaport,龙潭天辰码头,,,32.1790946,119.030425,way/1243700985
Seaport,梁山港,,,35.8600675,116.0934688,way/1244599021
Seaport,渡车船码头,,,22.7830037,113.263417,way/1247649795
Seaport,嵩鼓码头,,,24.4567657,118.0409773,way/1248980581
Seaport,钱清港,,,30.1460515,120.3902903,way/1250895168
Seaport,泸州港龙江港区大脚石作业区,,,28.741744,105.2539029,way/1253541653
Seaport,万山区唐家港码头,,,22.3748525,113.609421,way/1255675256
Seaport,韩村综合码头,,,33.6385891,116.6553962,way/1265848281
Seaport,孙疃码头,,,33.5701217,116.7493191,way/1267910141
Seaport,济南港主城港区,,,36.830065,117.2348967,way/1271988971
Seaport,泸州港纳溪港区石龙岩作业区,,,28.7598947,105.333983,way/1272334928
Seaport,高要港,,,23.0390665,112.4215657,way/1272486918
Seaport,南江码头,,,23.2226823,112.8137335,way/1274558748
Seaport,乐山大件码头,,,29.5577771,103.7465246,way/1279584218
Seaport,园区大型车辆停车场,,,34.1041526,118.3397056,way/1290038845
Seaport,龙拱港,,,35.3220435,116.5610689,way/1298059331
Seaport,游船码头,,,39.9425339,116.3106714,way/1303222081
Seaport,荷花渡,,,39.9395874,116.3153399,way/1303222099
Seaport,高青港花沟作业区,,,37.0711375,117.8187783,way/1312398103
Seaport,东航装卸码头,,,23.0828809,112.0664145,way/1312502638
Seaport,滨州港博兴港区,,,37.1190242,118.2232795,way/1313687293
Seaport,南京港集团有限公司新生圩港务分公司,,,32.1677269,118.8631855,way/1315994745
Seaport,藍巴勒海峽公眾貨物裝卸區 Rambler Channel Public Cargo Working Area,Rambler Channel Public Cargo Working Area,,22.3559424,114.1141718,way/1317078648
Seaport,藍巴勒海峽避風塘 Rambler Channel Typhoon Shelter,Rambler Channel Typhoon Shelter,,22.3558229,114.114231,way/1317078650
Seaport,南京港江盛汽车码头有限公司,,,32.2200303,119.0698105,way/1317513861
Seaport,南京港龙潭天宇码头有限公司,,,32.2118705,119.0671876,way/1317513862
Seaport,乐亭中心渔港,,,39.2899403,119.1216247,way/1328382713
Seaport,沙市盐卡港区,,,30.2718878,112.2873546,way/1328386471
Seaport,湖南城陵矶国际集装箱港,,,29.4712836,113.1778082,way/1337853539
Seaport,锦州港,,,40.8097914,121.0424445,way/1346808487
Seaport,盛隆码头,,,21.6666036,108.4067795,way/1347716738
Seaport,盘锦港,,,40.7042799,122.0211594,way/1347724216
Seaport,营口港,,,40.2836255,122.0849883,way/1347986562
Seaport,营口港仙人岛港区,,,40.200261,121.9840086,way/1348011797
Seaport,南平港洋坑码头,,,26.5561059,118.3159659,way/1349153236
Seaport,固始港区周集作业区项目,,,32.2320304,115.617562,way/1349357646
Seaport,逍遥港,,,33.7403117,114.2797235,way/1352492674
Seaport,光门李码头,,,33.7121918,113.594993,way/1352492698
Seaport,姚湾综合港区,,,28.5014332,115.8252212,way/1356853275
Seaport,宣城国家陆港,,,31.0048053,118.7074256,way/1357763020
Seaport,益阳港清水潭港区,,,28.6165534,112.3805961,way/1360812829
Seaport,南港站,Nangang Station,,20.039873,110.1535406,way/1366341734
Seaport,绿华减载平台,,,30.8066203,122.6266775,way/1367360315
Seaport,潍坊港宏川液化品码头有限公司,,,37.2726693,119.1979616,way/1368150354
Seaport,昂船洲公眾貨物裝卸區 Stonecutters Island Public Cargo Working Area,Stonecutters Island Public Cargo Working Area,,22.3198673,114.125134,way/1369970977
Seaport,水泥厂成品码头,,,24.2646256,113.41206,way/1370345907
Seaport,馬灣奧尾避風塘 Ma Wan O Mei Typhoon Shelter,Ma Wan O Mei Typhoon Shelter,,22.3477709,114.0574826,way/1377374453
Seaport,双墩渔港,,,21.5349917,108.2328201,way/1385489163
Seaport,江山港,,,21.5282801,108.2263256,way/1385489164
Seaport,外贸码头 宏锦码头,,,21.4804644,109.0837954,way/1388023532
Seaport,海阳港,,,36.6782422,121.2381603,way/1389073742
Seaport,昌北防汛码头,,,28.7579521,115.8913002,way/1390476981
Seaport,袁冲矿骨料配套码头,,,31.860055,118.0388863,way/1412663795
Seaport,舵落口港,,,30.5975636,114.1450222,way/1419106928
Seaport,祥港,,,29.5907881,106.6493237,way/1419957534
Seaport,纳溪沟港,,,29.5875543,106.6357242,way/1419957535
Seaport,窑湾港,,,34.1672108,118.0788914,way/1428996323
Seaport,永泰港务有限公司,,,23.2324453,112.8093453,way/1431080911
Seaport,闸坡国家级中心渔港,,,21.581275,111.8237532,way/1432210527
Seaport,童埠码头,,,30.7233915,117.7981702,way/1435157120
Seaport,东平港,,,36.0069019,116.2442004,way/1436208629
Seaport,寿光港,,,37.2750514,118.9815357,way/1436211289
Seaport,巴南佛耳岩港,,,29.3953987,106.4822858,way/1452657469
Seaport,胜利龙玺（山东）石油工程技术服务股份公司海洋工程分公司码头,,,38.0811826,118.9303268,way/1453728271
Seaport,中石化胜利油建工程有限公司码头,,,38.0829503,118.9347756,way/1453728274
Seaport,中国石油化工股份有限公司胜利油田分公司海洋石油船舶中心码头,,,38.0846232,118.9391041,way/1453728275
Seaport,山东海盛海洋工程集团有限公司船务公司码头,,,38.085863,118.9422992,way/1453728284
Seaport,中石化胜利油建工程有限公司码头,,,38.0868122,118.9446959,way/1453728289
Seaport,中石化胜利石油工程有限公司井下作业公司码头,,,38.087279,118.9457338,way/1453728290
Seaport,山东海盛海洋工程集团有限公司工程公司码头,,,38.0878586,118.9471643,way/1453728295
Seaport,中国石油化工股份有限公司胜利油田分公司海洋采油厂海工准备大队码头,,,38.0889684,118.9500703,way/1453728298
Seaport,中石化石油工程地球物理有限公司胜利分公司码头,,,38.089715,118.9522781,way/1453728301
Seaport,赣州港五云码头,,,25.9943468,114.9174333,way/1460718517
Seaport,斗门港,,,22.275991,113.3279858,way/1462321436
Seaport,永通码头,,,22.9635203,113.153802,way/1466735383
Seaport,福新面粉厂码头,,,31.0047548,121.4279054,way/1467502152
Seaport,芦苞大旺恒运装载码头,,,23.3537282,112.8792746,way/1467548644
Seaport,花都港,Huadu Port,,23.350423,113.1281302,way/1476602755
Seaport,津市港,,,29.5744914,111.8680443,way/1489812659
Seaport,通沙港务,,,32.0163432,120.8069611,way/1493654949
Seaport,通沙汽渡,,,32.0189408,120.8049726,way/1493654951
Seaport,南利货柜码头,,,23.0449612,112.9820377,way/1500289127
Seaport,中苑旅游码头,,,36.0522898,120.2981875,way/1524284182
Seaport,武汉港,,,30.5815738,114.2946609,way/1525361214
Seaport,韶关新港码头,,,24.7250879,113.5691137,way/1528321276
Seaport,石岛湾核电大件码头,,,36.962871,122.5313994,way/1528435627
Seaport,周口港中心港区中心作业区,,,33.5470205,114.8363282,way/1542861848
Seaport,北村码头,,,23.1330327,113.1762968,way/1545412896
Seaport,潍坊港区木片码头有限公司,,,37.2481577,119.1660124,way/1550628875
Seaport,宿迁港中心港区张圩干渠码头,,,33.8326211,118.4066624,way/1551033336
Seaport,滕州港,,,35.0735782,116.9028684,way/1553359978
Seaport,康州港,,,23.1380604,111.817192,way/1553414150
Seaport,南江港装卸码头,,,23.1299132,111.7932841,way/1553558265
Seaport,黄埔新港,Huangpu New Port,,23.0507872,113.5153362,relation/4623458
Seaport,青岛前湾集装箱码头,Port of Qingdao Qianwan（QQCT）,,36.008329,120.2260715,relation/6827312
Seaport,沙堤湾,Shadi Wan,,21.6146817,112.757696,relation/6965559
Seaport,維多利亞港 Victoria Harbour,Victoria Harbour,,22.3235719,114.1585996,relation/8252641
Seaport,广澳港区1期,Guangao Terminal Phase 1,,23.2239181,116.7783262,relation/8272080
Seaport,活力新港公园,,,22.9801951,113.124122,relation/8540838
Seaport,三水南港码头,Sanshui Nangang Port,,23.1628813,112.8583151,relation/8546621
